========================
PROJECT 3 — LOAD BALANCER LOG
========================
Servers (start): 10
Clock cycles: 10000
TASK TIME RANGE (required): [MIN=5, MAX=40] cycles

Scaling policy:
  Lower threshold = 50 * active_servers
  Upper threshold = 80 * active_servers
  Rest window after scaling (n): 25 cycles

Request arrival model:
  Arrival chance per cycle: 0.3
  Batch size per arrival: 1 to 2
  Initial fill rule: servers * 100

Firewall / IP blocker:
  Blocked ranges: 192.168.10., 10.10.
  Rejection action: discard + log
========================
[INFO] Starting queue size (required): 1000 (seeded from servers * 100)
[SCALE_UP] t=00001 SCALE_UP to 11 | queue=990 (above 80*servers)
[ARRIVAL] t=01057 ARRIVAL +1 | queue=872 | rejected_total=0
[ARRIVAL] t=01059 ARRIVAL +1 | queue=872 | rejected_total=0
[ARRIVAL] t=01060 ARRIVAL +2 | queue=873 | rejected_total=0
[ARRIVAL] t=01065 ARRIVAL +1 | queue=868 | rejected_total=0
[ARRIVAL] t=01067 ARRIVAL +1 | queue=869 | rejected_total=0
[ARRIVAL] t=01068 ARRIVAL +2 | queue=870 | rejected_total=0
[ARRIVAL] t=01069 ARRIVAL +1 | queue=871 | rejected_total=0
[ARRIVAL] t=01071 ARRIVAL +2 | queue=872 | rejected_total=0
[ARRIVAL] t=01073 ARRIVAL +2 | queue=873 | rejected_total=0
[ARRIVAL] t=01077 ARRIVAL +2 | queue=873 | rejected_total=0
[ARRIVAL] t=01079 ARRIVAL +2 | queue=873 | rejected_total=0
[ARRIVAL] t=01081 ARRIVAL +2 | queue=873 | rejected_total=0
[ARRIVAL] t=01082 ARRIVAL +1 | queue=873 | rejected_total=0
[ARRIVAL] t=01084 ARRIVAL +2 | queue=875 | rejected_total=0
[ARRIVAL] t=01085 ARRIVAL +1 | queue=875 | rejected_total=0
[ARRIVAL] t=01088 ARRIVAL +1 | queue=876 | rejected_total=0
[ARRIVAL] t=01089 ARRIVAL +2 | queue=878 | rejected_total=0
[ARRIVAL] t=01095 ARRIVAL +2 | queue=875 | rejected_total=0
[COMPLETE] t=01100 COMPLETE server=0 | completed=619
[COMPLETE] t=01100 COMPLETE server=7 | completed=620
[ASSIGN] t=01100 ASSIGN server=0 job=S time=33 | queue=874
[ASSIGN] t=01100 ASSIGN server=7 job=S time=22 | queue=873
[ARRIVAL] t=01100 ARRIVAL +1 | queue=874 | rejected_total=0
[HEARTBEAT] t=01100 queue=874 servers=13 busy=13 completed=620 rejected=0
[ARRIVAL] t=01110 ARRIVAL +2 | queue=870 | rejected_total=0
[ARRIVAL] t=01111 ARRIVAL +1 | queue=871 | rejected_total=0
[ARRIVAL] t=01114 ARRIVAL +2 | queue=869 | rejected_total=0
[ARRIVAL] t=01117 ARRIVAL +1 | queue=870 | rejected_total=0
[ARRIVAL] t=01122 ARRIVAL +1 | queue=868 | rejected_total=0
[ARRIVAL] t=01125 ARRIVAL +1 | queue=868 | rejected_total=0
[ARRIVAL] t=01129 ARRIVAL +1 | queue=868 | rejected_total=0
[ARRIVAL] t=01132 ARRIVAL +2 | queue=867 | rejected_total=0
[ARRIVAL] t=01136 ARRIVAL +2 | queue=864 | rejected_total=0
[ARRIVAL] t=01143 ARRIVAL +2 | queue=862 | rejected_total=0
[ARRIVAL] t=01145 ARRIVAL +1 | queue=863 | rejected_total=0
[ARRIVAL] t=01146 ARRIVAL +2 | queue=865 | rejected_total=0
[ARRIVAL] t=01147 ARRIVAL +2 | queue=867 | rejected_total=0
[ARRIVAL] t=01155 ARRIVAL +1 | queue=861 | rejected_total=0
[ARRIVAL] t=01161 ARRIVAL +2 | queue=860 | rejected_total=0
[ARRIVAL] t=01163 ARRIVAL +2 | queue=861 | rejected_total=0
[ARRIVAL] t=01164 ARRIVAL +2 | queue=862 | rejected_total=0
[ARRIVAL] t=01167 ARRIVAL +2 | queue=862 | rejected_total=0
[ARRIVAL] t=01169 ARRIVAL +1 | queue=862 | rejected_total=0
[ARRIVAL] t=01171 ARRIVAL +1 | queue=860 | rejected_total=0
[ARRIVAL] t=01174 ARRIVAL +2 | queue=861 | rejected_total=0
[ARRIVAL] t=01175 ARRIVAL +1 | queue=861 | rejected_total=0
[ARRIVAL] t=01177 ARRIVAL +1 | queue=860 | rejected_total=0
[ARRIVAL] t=01178 ARRIVAL +2 | queue=862 | rejected_total=0
[ARRIVAL] t=01182 ARRIVAL +1 | queue=862 | rejected_total=0
[ARRIVAL] t=01184 ARRIVAL +2 | queue=863 | rejected_total=0
[ARRIVAL] t=01188 ARRIVAL +1 | queue=861 | rejected_total=0
[ARRIVAL] t=01192 ARRIVAL +1 | queue=861 | rejected_total=0
[ARRIVAL] t=01194 ARRIVAL +2 | queue=863 | rejected_total=0
[ARRIVAL] t=01195 ARRIVAL +1 | queue=863 | rejected_total=0
[ARRIVAL] t=01197 ARRIVAL +2 | queue=863 | rejected_total=0
[ARRIVAL] t=01200 ARRIVAL +1 | queue=862 | rejected_total=0
[HEARTBEAT] t=01200 queue=862 servers=13 busy=13 completed=680 rejected=0
[ARRIVAL] t=01209 ARRIVAL +1 | queue=858 | rejected_total=0
[ARRIVAL] t=01212 ARRIVAL +2 | queue=859 | rejected_total=0
[ARRIVAL] t=01215 ARRIVAL +2 | queue=861 | rejected_total=0
[ARRIVAL] t=01221 ARRIVAL +2 | queue=857 | rejected_total=0
[ARRIVAL] t=01222 ARRIVAL +2 | queue=859 | rejected_total=0
[ARRIVAL] t=01225 ARRIVAL +2 | queue=858 | rejected_total=0
[ARRIVAL] t=01227 ARRIVAL +2 | queue=860 | rejected_total=0
[ARRIVAL] t=01232 ARRIVAL +2 | queue=859 | rejected_total=0
[ARRIVAL] t=01234 ARRIVAL +1 | queue=859 | rejected_total=0
[ARRIVAL] t=01237 ARRIVAL +1 | queue=859 | rejected_total=0
[ARRIVAL] t=01239 ARRIVAL +1 | queue=859 | rejected_total=0
[ARRIVAL] t=01242 ARRIVAL +2 | queue=857 | rejected_total=0
[ARRIVAL] t=01244 ARRIVAL +1 | queue=857 | rejected_total=0
[ARRIVAL] t=01253 ARRIVAL +1 | queue=855 | rejected_total=0
[ARRIVAL] t=01259 ARRIVAL +2 | queue=854 | rejected_total=0
[ARRIVAL] t=01260 ARRIVAL +1 | queue=854 | rejected_total=0
[ARRIVAL] t=01263 ARRIVAL +2 | queue=856 | rejected_total=0
[ARRIVAL] t=01272 ARRIVAL +1 | queue=853 | rejected_total=0
[ARRIVAL] t=01273 ARRIVAL +2 | queue=855 | rejected_total=0
[ARRIVAL] t=01274 ARRIVAL +1 | queue=856 | rejected_total=0
[ARRIVAL] t=01278 ARRIVAL +1 | queue=853 | rejected_total=0
[ARRIVAL] t=01280 ARRIVAL +1 | queue=852 | rejected_total=0
[ARRIVAL] t=01283 ARRIVAL +2 | queue=853 | rejected_total=0
[ARRIVAL] t=01284 ARRIVAL +2 | queue=855 | rejected_total=0
[ARRIVAL] t=01285 ARRIVAL +2 | queue=857 | rejected_total=0
[ARRIVAL] t=01286 ARRIVAL +1 | queue=857 | rejected_total=0
[ARRIVAL] t=01295 ARRIVAL +2 | queue=853 | rejected_total=0
[ARRIVAL] t=01298 ARRIVAL +2 | queue=852 | rejected_total=0
[ARRIVAL] t=01300 ARRIVAL +2 | queue=854 | rejected_total=0
[HEARTBEAT] t=01300 queue=854 servers=13 busy=13 completed=734 rejected=0
[ARRIVAL] t=01305 ARRIVAL +1 | queue=850 | rejected_total=0
[ARRIVAL] t=01308 ARRIVAL +1 | queue=851 | rejected_total=0
[ARRIVAL] t=01311 ARRIVAL +1 | queue=852 | rejected_total=0
[ARRIVAL] t=01320 ARRIVAL +2 | queue=848 | rejected_total=0
[ARRIVAL] t=01325 ARRIVAL +1 | queue=849 | rejected_total=0
[ARRIVAL] t=01329 ARRIVAL +1 | queue=846 | rejected_total=0
[ARRIVAL] t=01331 ARRIVAL +1 | queue=847 | rejected_total=0
[ARRIVAL] t=01338 ARRIVAL +2 | queue=844 | rejected_total=0
[ARRIVAL] t=01340 ARRIVAL +1 | queue=843 | rejected_total=0
[ARRIVAL] t=01341 ARRIVAL +2 | queue=845 | rejected_total=0
[ARRIVAL] t=01344 ARRIVAL +1 | queue=846 | rejected_total=0
[ARRIVAL] t=01349 ARRIVAL +1 | queue=845 | rejected_total=0
[ARRIVAL] t=01352 ARRIVAL +2 | queue=846 | rejected_total=0
[ARRIVAL] t=01356 ARRIVAL +2 | queue=843 | rejected_total=0
[ARRIVAL] t=01357 ARRIVAL +2 | queue=845 | rejected_total=0
[ARRIVAL] t=01360 ARRIVAL +1 | queue=843 | rejected_total=0
[ARRIVAL] t=01363 ARRIVAL +2 | queue=843 | rejected_total=0
[ARRIVAL] t=01367 ARRIVAL +2 | queue=844 | rejected_total=0
[ARRIVAL] t=01368 ARRIVAL +1 | queue=843 | rejected_total=0
[ARRIVAL] t=01370 ARRIVAL +2 | queue=844 | rejected_total=0
[ARRIVAL] t=01374 ARRIVAL +1 | queue=841 | rejected_total=0
[ARRIVAL] t=01375 ARRIVAL +2 | queue=843 | rejected_total=0
[ARRIVAL] t=01376 ARRIVAL +2 | queue=845 | rejected_total=0
[ARRIVAL] t=01378 ARRIVAL +2 | queue=847 | rejected_total=0
[ARRIVAL] t=01387 ARRIVAL +1 | queue=843 | rejected_total=0
[ARRIVAL] t=01395 ARRIVAL +1 | queue=838 | rejected_total=0
[HEARTBEAT] t=01400 queue=835 servers=13 busy=13 completed=791 rejected=0
[ARRIVAL] t=01405 ARRIVAL +2 | queue=837 | rejected_total=0
[ARRIVAL] t=01407 ARRIVAL +1 | queue=837 | rejected_total=0
[ARRIVAL] t=01416 ARRIVAL +1 | queue=832 | rejected_total=0
[ARRIVAL] t=01420 ARRIVAL +1 | queue=832 | rejected_total=0
[ARRIVAL] t=01421 ARRIVAL +2 | queue=833 | rejected_total=0
[ARRIVAL] t=01425 ARRIVAL +1 | queue=831 | rejected_total=0
[ARRIVAL] t=01427 ARRIVAL +2 | queue=829 | rejected_total=0
[ARRIVAL] t=01436 ARRIVAL +2 | queue=828 | rejected_total=0
[ARRIVAL] t=01442 ARRIVAL +1 | queue=825 | rejected_total=0
[ARRIVAL] t=01443 ARRIVAL +1 | queue=826 | rejected_total=0
[ARRIVAL] t=01447 ARRIVAL +1 | queue=824 | rejected_total=0
[ARRIVAL] t=01448 ARRIVAL +1 | queue=825 | rejected_total=0
[ARRIVAL] t=01463 ARRIVAL +2 | queue=818 | rejected_total=0
[ARRIVAL] t=01464 ARRIVAL +1 | queue=819 | rejected_total=0
[ARRIVAL] t=01466 ARRIVAL +1 | queue=819 | rejected_total=0
[ARRIVAL] t=01468 ARRIVAL +2 | queue=820 | rejected_total=0
[ARRIVAL] t=01470 ARRIVAL +1 | queue=819 | rejected_total=0
[ARRIVAL] t=01472 ARRIVAL +1 | queue=820 | rejected_total=0
[ARRIVAL] t=01479 ARRIVAL +2 | queue=817 | rejected_total=0
[ARRIVAL] t=01481 ARRIVAL +2 | queue=819 | rejected_total=0
[ARRIVAL] t=01483 ARRIVAL +2 | queue=821 | rejected_total=0
[ARRIVAL] t=01487 ARRIVAL +1 | queue=820 | rejected_total=0
[ARRIVAL] t=01489 ARRIVAL +1 | queue=820 | rejected_total=0
[ARRIVAL] t=01490 ARRIVAL +1 | queue=821 | rejected_total=0
[ARRIVAL] t=01491 ARRIVAL +2 | queue=823 | rejected_total=0
[ARRIVAL] t=01497 ARRIVAL +1 | queue=819 | rejected_total=0
[COMPLETE] t=01500 COMPLETE server=6 | completed=846
[ASSIGN] t=01500 ASSIGN server=6 job=S time=13 | queue=816
[ARRIVAL] t=01500 ARRIVAL +2 | queue=818 | rejected_total=0
[HEARTBEAT] t=01500 queue=818 servers=13 busy=13 completed=846 rejected=0
[ARRIVAL] t=01501 ARRIVAL +2 | queue=820 | rejected_total=0
[ARRIVAL] t=01513 ARRIVAL +1 | queue=816 | rejected_total=0
[ARRIVAL] t=01514 ARRIVAL +1 | queue=816 | rejected_total=0
[ARRIVAL] t=01515 ARRIVAL +1 | queue=817 | rejected_total=0
[ARRIVAL] t=01516 ARRIVAL +2 | queue=818 | rejected_total=0
[ARRIVAL] t=01518 ARRIVAL +2 | queue=819 | rejected_total=0
[ARRIVAL] t=01520 ARRIVAL +1 | queue=819 | rejected_total=0
[ARRIVAL] t=01523 ARRIVAL +2 | queue=820 | rejected_total=0
[ARRIVAL] t=01531 ARRIVAL +1 | queue=816 | rejected_total=0
[ARRIVAL] t=01543 ARRIVAL +2 | queue=808 | rejected_total=0
[ARRIVAL] t=01548 ARRIVAL +2 | queue=809 | rejected_total=0
[ARRIVAL] t=01552 ARRIVAL +1 | queue=807 | rejected_total=0
[ARRIVAL] t=01555 ARRIVAL +1 | queue=808 | rejected_total=0
[ARRIVAL] t=01559 ARRIVAL +1 | queue=806 | rejected_total=0
[ARRIVAL] t=01563 ARRIVAL +1 | queue=806 | rejected_total=0
[ARRIVAL] t=01569 ARRIVAL +2 | queue=802 | rejected_total=0
[ARRIVAL] t=01574 ARRIVAL +2 | queue=804 | rejected_total=0
[ARRIVAL] t=01576 ARRIVAL +2 | queue=804 | rejected_total=0
[ARRIVAL] t=01577 ARRIVAL +2 | queue=805 | rejected_total=0
[ARRIVAL] t=01582 ARRIVAL +1 | queue=804 | rejected_total=0
[ARRIVAL] t=01583 ARRIVAL +1 | queue=805 | rejected_total=0
[ARRIVAL] t=01584 ARRIVAL +2 | queue=805 | rejected_total=0
[ARRIVAL] t=01585 ARRIVAL +1 | queue=805 | rejected_total=0
[ARRIVAL] t=01587 ARRIVAL +2 | queue=806 | rejected_total=0
[ARRIVAL] t=01589 ARRIVAL +2 | queue=806 | rejected_total=0
[ARRIVAL] t=01595 ARRIVAL +1 | queue=805 | rejected_total=0
[ARRIVAL] t=01597 ARRIVAL +2 | queue=806 | rejected_total=0
[ARRIVAL] t=01598 ARRIVAL +2 | queue=808 | rejected_total=0
[ARRIVAL] t=01600 ARRIVAL +1 | queue=809 | rejected_total=0
[HEARTBEAT] t=01600 queue=809 servers=13 busy=13 completed=899 rejected=0
[ARRIVAL] t=01607 ARRIVAL +1 | queue=805 | rejected_total=0
[ARRIVAL] t=01610 ARRIVAL +1 | queue=805 | rejected_total=0
[ARRIVAL] t=01611 ARRIVAL +1 | queue=806 | rejected_total=0
[ARRIVAL] t=01612 ARRIVAL +1 | queue=807 | rejected_total=0
[ARRIVAL] t=01613 ARRIVAL +2 | queue=808 | rejected_total=0
[ARRIVAL] t=01614 ARRIVAL +2 | queue=808 | rejected_total=0
[ARRIVAL] t=01616 ARRIVAL +1 | queue=809 | rejected_total=0
[ARRIVAL] t=01624 ARRIVAL +1 | queue=804 | rejected_total=0
[ARRIVAL] t=01635 ARRIVAL +2 | queue=800 | rejected_total=0
[ARRIVAL] t=01641 ARRIVAL +1 | queue=796 | rejected_total=0
[ARRIVAL] t=01642 ARRIVAL +1 | queue=797 | rejected_total=0
[ARRIVAL] t=01643 ARRIVAL +2 | queue=798 | rejected_total=0
[ARRIVAL] t=01646 ARRIVAL +2 | queue=800 | rejected_total=0
[ARRIVAL] t=01652 ARRIVAL +1 | queue=797 | rejected_total=0
[ARRIVAL] t=01655 ARRIVAL +1 | queue=797 | rejected_total=0
[ARRIVAL] t=01656 ARRIVAL +2 | queue=798 | rejected_total=0
[ARRIVAL] t=01659 ARRIVAL +2 | queue=799 | rejected_total=0
[ARRIVAL] t=01660 ARRIVAL +2 | queue=801 | rejected_total=0
[ARRIVAL] t=01662 ARRIVAL +1 | queue=801 | rejected_total=0
[ARRIVAL] t=01666 ARRIVAL +1 | queue=801 | rejected_total=0
[ARRIVAL] t=01671 ARRIVAL +1 | queue=798 | rejected_total=0
[ARRIVAL] t=01673 ARRIVAL +1 | queue=799 | rejected_total=0
[ARRIVAL] t=01674 ARRIVAL +2 | queue=800 | rejected_total=0
[ARRIVAL] t=01675 ARRIVAL +1 | queue=801 | rejected_total=0
[ARRIVAL] t=01682 ARRIVAL +1 | queue=797 | rejected_total=0
[ARRIVAL] t=01684 ARRIVAL +2 | queue=797 | rejected_total=0
[ARRIVAL] t=01687 ARRIVAL +1 | queue=796 | rejected_total=0
[ARRIVAL] t=01691 ARRIVAL +2 | queue=797 | rejected_total=0
[ARRIVAL] t=01698 ARRIVAL +2 | queue=794 | rejected_total=0
[ARRIVAL] t=01699 ARRIVAL +1 | queue=795 | rejected_total=0
[HEARTBEAT] t=01700 queue=795 servers=13 busy=13 completed=955 rejected=0
[ARRIVAL] t=01702 ARRIVAL +2 | queue=797 | rejected_total=0
[ARRIVAL] t=01704 ARRIVAL +1 | queue=796 | rejected_total=0
[ARRIVAL] t=01714 ARRIVAL +2 | queue=795 | rejected_total=0
[ARRIVAL] t=01718 ARRIVAL +2 | queue=793 | rejected_total=0
[ARRIVAL] t=01723 ARRIVAL +2 | queue=793 | rejected_total=0
[ARRIVAL] t=01729 ARRIVAL +2 | queue=791 | rejected_total=0
[ARRIVAL] t=01732 ARRIVAL +2 | queue=790 | rejected_total=0
[ARRIVAL] t=01735 ARRIVAL +2 | queue=791 | rejected_total=0
[ARRIVAL] t=01739 ARRIVAL +2 | queue=792 | rejected_total=0
[ARRIVAL] t=01741 ARRIVAL +1 | queue=793 | rejected_total=0
[ARRIVAL] t=01743 ARRIVAL +1 | queue=792 | rejected_total=0
[ARRIVAL] t=01746 ARRIVAL +2 | queue=793 | rejected_total=0
[ARRIVAL] t=01747 ARRIVAL +1 | queue=794 | rejected_total=0
[ARRIVAL] t=01756 ARRIVAL +1 | queue=792 | rejected_total=0
[ARRIVAL] t=01757 ARRIVAL +1 | queue=792 | rejected_total=0
[ARRIVAL] t=01758 ARRIVAL +1 | queue=793 | rejected_total=0
[ARRIVAL] t=01760 ARRIVAL +2 | queue=793 | rejected_total=0
[ARRIVAL] t=01762 ARRIVAL +1 | queue=792 | rejected_total=0
[ARRIVAL] t=01763 ARRIVAL +1 | queue=793 | rejected_total=0
[ARRIVAL] t=01765 ARRIVAL +1 | queue=793 | rejected_total=0
[ARRIVAL] t=01768 ARRIVAL +2 | queue=795 | rejected_total=0
[ARRIVAL] t=01772 ARRIVAL +2 | queue=793 | rejected_total=0
[ARRIVAL] t=01773 ARRIVAL +1 | queue=793 | rejected_total=0
[ARRIVAL] t=01780 ARRIVAL +2 | queue=790 | rejected_total=0
[ARRIVAL] t=01784 ARRIVAL +2 | queue=790 | rejected_total=0
[ARRIVAL] t=01790 ARRIVAL +1 | queue=790 | rejected_total=0
[ARRIVAL] t=01799 ARRIVAL +2 | queue=789 | rejected_total=0
[COMPLETE] t=01800 COMPLETE server=5 | completed=1004
[COMPLETE] t=01800 COMPLETE server=11 | completed=1005
[ASSIGN] t=01800 ASSIGN server=5 job=S time=8 | queue=788
[ASSIGN] t=01800 ASSIGN server=11 job=S time=13 | queue=787
[HEARTBEAT] t=01800 queue=787 servers=13 busy=13 completed=1005 rejected=0
[ARRIVAL] t=01803 ARRIVAL +2 | queue=789 | rejected_total=0
[ARRIVAL] t=01805 ARRIVAL +2 | queue=791 | rejected_total=0
[ARRIVAL] t=01806 ARRIVAL +2 | queue=790 | rejected_total=0
[ARRIVAL] t=01807 ARRIVAL +1 | queue=791 | rejected_total=0
[ARRIVAL] t=01809 ARRIVAL +1 | queue=790 | rejected_total=0
[ARRIVAL] t=01810 ARRIVAL +1 | queue=791 | rejected_total=0
[ARRIVAL] t=01811 ARRIVAL +1 | queue=791 | rejected_total=0
[ARRIVAL] t=01812 ARRIVAL +2 | queue=792 | rejected_total=0
[ARRIVAL] t=01813 ARRIVAL +1 | queue=792 | rejected_total=0
[ARRIVAL] t=01825 ARRIVAL +2 | queue=788 | rejected_total=0
[ARRIVAL] t=01827 ARRIVAL +1 | queue=787 | rejected_total=0
[ARRIVAL] t=01828 ARRIVAL +2 | queue=789 | rejected_total=0
[ARRIVAL] t=01830 ARRIVAL +1 | queue=790 | rejected_total=0
[ARRIVAL] t=01837 ARRIVAL +1 | queue=786 | rejected_total=0
[ARRIVAL] t=01840 ARRIVAL +2 | queue=783 | rejected_total=0
[ARRIVAL] t=01842 ARRIVAL +1 | queue=784 | rejected_total=0
[ARRIVAL] t=01845 ARRIVAL +2 | queue=786 | rejected_total=0
[ARRIVAL] t=01846 ARRIVAL +2 | queue=787 | rejected_total=0
[ARRIVAL] t=01848 ARRIVAL +2 | queue=786 | rejected_total=0
[ARRIVAL] t=01850 ARRIVAL +2 | queue=788 | rejected_total=0
[ARRIVAL] t=01857 ARRIVAL +2 | queue=784 | rejected_total=0
[ARRIVAL] t=01860 ARRIVAL +2 | queue=785 | rejected_total=0
[ARRIVAL] t=01861 ARRIVAL +2 | queue=787 | rejected_total=0
[ARRIVAL] t=01873 ARRIVAL +2 | queue=782 | rejected_total=0
[ARRIVAL] t=01876 ARRIVAL +1 | queue=783 | rejected_total=0
[ARRIVAL] t=01877 ARRIVAL +1 | queue=784 | rejected_total=0
[ARRIVAL] t=01878 ARRIVAL +2 | queue=786 | rejected_total=0
[ARRIVAL] t=01882 ARRIVAL +1 | queue=785 | rejected_total=0
[ARRIVAL] t=01887 ARRIVAL +2 | queue=785 | rejected_total=0
[ARRIVAL] t=01888 ARRIVAL +2 | queue=787 | rejected_total=0
[ARRIVAL] t=01890 ARRIVAL +1 | queue=787 | rejected_total=0
[ARRIVAL] t=01899 ARRIVAL +2 | queue=781 | rejected_total=0
[HEARTBEAT] t=01900 queue=781 servers=13 busy=13 completed=1062 rejected=0
[ARRIVAL] t=01911 ARRIVAL +1 | queue=774 | rejected_total=0
[ARRIVAL] t=01912 ARRIVAL +1 | queue=775 | rejected_total=0
[ARRIVAL] t=01914 ARRIVAL +2 | queue=777 | rejected_total=0
[ARRIVAL] t=01917 ARRIVAL +1 | queue=778 | rejected_total=0
[ARRIVAL] t=01920 ARRIVAL +2 | queue=778 | rejected_total=0
[ARRIVAL] t=01924 ARRIVAL +2 | queue=776 | rejected_total=0
[ARRIVAL] t=01927 ARRIVAL +1 | queue=774 | rejected_total=0
[ARRIVAL] t=01933 ARRIVAL +2 | queue=772 | rejected_total=0
[ARRIVAL] t=01934 ARRIVAL +2 | queue=772 | rejected_total=0
[ARRIVAL] t=01935 ARRIVAL +1 | queue=772 | rejected_total=0
[ARRIVAL] t=01936 ARRIVAL +1 | queue=772 | rejected_total=0
[ARRIVAL] t=01942 ARRIVAL +1 | queue=771 | rejected_total=0
[ARRIVAL] t=01944 ARRIVAL +1 | queue=771 | rejected_total=0
[ARRIVAL] t=01946 ARRIVAL +1 | queue=771 | rejected_total=0
[ARRIVAL] t=01948 ARRIVAL +2 | queue=773 | rejected_total=0
[ARRIVAL] t=01958 ARRIVAL +1 | queue=767 | rejected_total=0
[ARRIVAL] t=01960 ARRIVAL +1 | queue=768 | rejected_total=0
[ARRIVAL] t=01962 ARRIVAL +1 | queue=766 | rejected_total=0
[ARRIVAL] t=01967 ARRIVAL +1 | queue=764 | rejected_total=0
[ARRIVAL] t=01969 ARRIVAL +2 | queue=765 | rejected_total=0
[ARRIVAL] t=01971 ARRIVAL +2 | queue=763 | rejected_total=0
[ARRIVAL] t=01972 ARRIVAL +2 | queue=765 | rejected_total=0
[ARRIVAL] t=01977 ARRIVAL +1 | queue=761 | rejected_total=0
[ARRIVAL] t=01979 ARRIVAL +1 | queue=760 | rejected_total=0
[ARRIVAL] t=01980 ARRIVAL +2 | queue=762 | rejected_total=0
[ARRIVAL] t=01986 ARRIVAL +2 | queue=763 | rejected_total=0
[ARRIVAL] t=01990 ARRIVAL +2 | queue=765 | rejected_total=0
[HEARTBEAT] t=02000 queue=759 servers=13 busy=13 completed=1123 rejected=0
[ARRIVAL] t=02001 ARRIVAL +2 | queue=761 | rejected_total=0
[ARRIVAL] t=02002 ARRIVAL +1 | queue=760 | rejected_total=0
[ARRIVAL] t=02005 ARRIVAL +2 | queue=760 | rejected_total=0
[ARRIVAL] t=02006 ARRIVAL +1 | queue=761 | rejected_total=0
[ARRIVAL] t=02007 ARRIVAL +2 | queue=763 | rejected_total=0
[ARRIVAL] t=02011 ARRIVAL +1 | queue=761 | rejected_total=0
[ARRIVAL] t=02013 ARRIVAL +2 | queue=762 | rejected_total=0
[ARRIVAL] t=02014 ARRIVAL +2 | queue=764 | rejected_total=0
[ARRIVAL] t=02017 ARRIVAL +1 | queue=763 | rejected_total=0
[ARRIVAL] t=02018 ARRIVAL +1 | queue=763 | rejected_total=0
[ARRIVAL] t=02021 ARRIVAL +1 | queue=764 | rejected_total=0
[ARRIVAL] t=02027 ARRIVAL +1 | queue=762 | rejected_total=0
[ARRIVAL] t=02028 ARRIVAL +2 | queue=764 | rejected_total=0
[ARRIVAL] t=02031 ARRIVAL +2 | queue=764 | rejected_total=0
[ARRIVAL] t=02034 ARRIVAL +2 | queue=762 | rejected_total=0
[ARRIVAL] t=02050 ARRIVAL +1 | queue=751 | rejected_total=0
[ARRIVAL] t=02056 ARRIVAL +1 | queue=750 | rejected_total=0
[ARRIVAL] t=02058 ARRIVAL +2 | queue=751 | rejected_total=0
[ARRIVAL] t=02059 ARRIVAL +1 | queue=752 | rejected_total=0
[ARRIVAL] t=02063 ARRIVAL +2 | queue=754 | rejected_total=0
[ARRIVAL] t=02064 ARRIVAL +1 | queue=755 | rejected_total=0
[ARRIVAL] t=02076 ARRIVAL +2 | queue=749 | rejected_total=0
[ARRIVAL] t=02081 ARRIVAL +2 | queue=749 | rejected_total=0
[ARRIVAL] t=02084 ARRIVAL +2 | queue=748 | rejected_total=0
[ARRIVAL] t=02085 ARRIVAL +2 | queue=750 | rejected_total=0
[ARRIVAL] t=02086 ARRIVAL +1 | queue=751 | rejected_total=0
[ARRIVAL] t=02090 ARRIVAL +1 | queue=750 | rejected_total=0
[ARRIVAL] t=02094 ARRIVAL +1 | queue=750 | rejected_total=0
[HEARTBEAT] t=02100 queue=747 servers=13 busy=13 completed=1177 rejected=0
[ARRIVAL] t=02105 ARRIVAL +2 | queue=745 | rejected_total=0
[ARRIVAL] t=02112 ARRIVAL +2 | queue=743 | rejected_total=0
[ARRIVAL] t=02115 ARRIVAL +1 | queue=743 | rejected_total=0
[ARRIVAL] t=02117 ARRIVAL +2 | queue=743 | rejected_total=0
[ARRIVAL] t=02118 ARRIVAL +2 | queue=745 | rejected_total=0
[ARRIVAL] t=02120 ARRIVAL +1 | queue=746 | rejected_total=0
[ARRIVAL] t=02123 ARRIVAL +2 | queue=745 | rejected_total=0
[ARRIVAL] t=02126 ARRIVAL +1 | queue=745 | rejected_total=0
[ARRIVAL] t=02128 ARRIVAL +2 | queue=747 | rejected_total=0
[ARRIVAL] t=02129 ARRIVAL +2 | queue=749 | rejected_total=0
[ARRIVAL] t=02131 ARRIVAL +2 | queue=750 | rejected_total=0
[ARRIVAL] t=02132 ARRIVAL +2 | queue=749 | rejected_total=0
[ARRIVAL] t=02134 ARRIVAL +2 | queue=751 | rejected_total=0
[ARRIVAL] t=02138 ARRIVAL +2 | queue=752 | rejected_total=0
[ARRIVAL] t=02146 ARRIVAL +1 | queue=746 | rejected_total=0
[ARRIVAL] t=02148 ARRIVAL +2 | queue=747 | rejected_total=0
[ARRIVAL] t=02150 ARRIVAL +1 | queue=747 | rejected_total=0
[ARRIVAL] t=02151 ARRIVAL +2 | queue=748 | rejected_total=0
[ARRIVAL] t=02155 ARRIVAL +2 | queue=749 | rejected_total=0
[ARRIVAL] t=02158 ARRIVAL +1 | queue=749 | rejected_total=0
[ARRIVAL] t=02167 ARRIVAL +2 | queue=746 | rejected_total=0
[ARRIVAL] t=02171 ARRIVAL +2 | queue=744 | rejected_total=0
[ARRIVAL] t=02173 ARRIVAL +2 | queue=744 | rejected_total=0
[ARRIVAL] t=02179 ARRIVAL +1 | queue=742 | rejected_total=0
